item_id,item_name,Categoria (preencha: Arma/Armadura/etc)
T8_ARMOR_LEATHER_SET1@1,Elder's Mercenary Jacket .1,Armadura
T8_ARMOR_LEATHER_SET1@2,Elder's Mercenary Jacket .2,Armadura
T8_ARMOR_LEATHER_SET1@3,Elder's Mercenary Jacket .3,Armadura
T8_ARMOR_LEATHER_SET1@4,Elder's Mercenary Jacket .4,Armadura
T4_ARMOR_LEATHER_SET2,Adept's Hunter Jacket,Armadura
T4_ARMOR_LEATHER_SET2@1,Adept's Hunter Jacket .1,Armadura
T4_ARMOR_LEATHER_SET2@2,Adept's Hunter Jacket .2,Armadura
T4_ARMOR_LEATHER_SET2@3,Adept's Hunter Jacket .3,Armadura
T4_ARMOR_LEATHER_SET2@4,Adept's Hunter Jacket .4,Armadura
T5_ARMOR_LEATHER_SET2,Expert's Hunter Jacket,Armadura
T5_ARMOR_LEATHER_SET2@1,Expert's Hunter Jacket .1,Armadura
T5_ARMOR_LEATHER_SET2@2,Expert's Hunter Jacket .2,Armadura
T5_ARMOR_LEATHER_SET2@3,Expert's Hunter Jacket .3,Armadura
T5_ARMOR_LEATHER_SET2@4,Expert's Hunter Jacket .4,Armadura
T6_ARMOR_LEATHER_SET2,Master's Hunter Jacket,Armadura
T6_ARMOR_LEATHER_SET2@1,Master's Hunter Jacket .1,Armadura
T6_ARMOR_LEATHER_SET2@2,Master's Hunter Jacket .2,Armadura
T6_ARMOR_LEATHER_SET2@3,Master's Hunter Jacket .3,Armadura
T6_ARMOR_LEATHER_SET2@4,Master's Hunter Jacket .4,Armadura
T7_ARMOR_LEATHER_SET2,Grandmaster's Hunter Jacket,Armadura
T7_ARMOR_LEATHER_SET2@1,Grandmaster's Hunter Jacket .1,Armadura
T7_ARMOR_LEATHER_SET2@2,Grandmaster's Hunter Jacket .2,Armadura
T7_ARMOR_LEATHER_SET2@3,Grandmaster's Hunter Jacket .3,Armadura
T7_ARMOR_LEATHER_SET2@4,Grandmaster's Hunter Jacket .4,Armadura
T8_ARMOR_LEATHER_SET2,Elder's Hunter Jacket,Armadura
T8_ARMOR_LEATHER_SET2@1,Elder's Hunter Jacket .1,Armadura
T8_ARMOR_LEATHER_SET2@2,Elder's Hunter Jacket .2,Armadura
T8_ARMOR_LEATHER_SET2@3,Elder's Hunter Jacket .3,Armadura
T8_ARMOR_LEATHER_SET2@4,Elder's Hunter Jacket .4,Armadura
T4_ARMOR_LEATHER_SET3,Adept's Assassin Jacket,Armadura
T4_ARMOR_LEATHER_SET3@1,Adept's Assassin Jacket .1,Armadura
T4_ARMOR_LEATHER_SET3@2,Adept's Assassin Jacket .2,Armadura
T4_ARMOR_LEATHER_SET3@3,Adept's Assassin Jacket .3,Armadura
T4_ARMOR_LEATHER_SET3@4,Adept's Assassin Jacket .4,Armadura
T5_ARMOR_LEATHER_SET3,Expert's Assassin Jacket,Armadura
T5_ARMOR_LEATHER_SET3@1,Expert's Assassin Jacket .1,Armadura
T5_ARMOR_LEATHER_SET3@2,Expert's Assassin Jacket .2,Armadura
T5_ARMOR_LEATHER_SET3@3,Expert's Assassin Jacket .3,Armadura
T5_ARMOR_LEATHER_SET3@4,Expert's Assassin Jacket .4,Armadura
T6_ARMOR_LEATHER_SET3,Master's Assassin Jacket,Armadura
T6_ARMOR_LEATHER_SET3@1,Master's Assassin Jacket .1,Armadura
T6_ARMOR_LEATHER_SET3@2,Master's Assassin Jacket .2,Armadura
T6_ARMOR_LEATHER_SET3@3,Master's Assassin Jacket .3,Armadura
T6_ARMOR_LEATHER_SET3@4,Master's Assassin Jacket .4,Armadura
T7_ARMOR_LEATHER_SET3,Grandmaster's Assassin Jacket,Armadura
T7_ARMOR_LEATHER_SET3@1,Grandmaster's Assassin Jacket .1,Armadura
T7_ARMOR_LEATHER_SET3@2,Grandmaster's Assassin Jacket .2,Armadura
T7_ARMOR_LEATHER_SET3@3,Grandmaster's Assassin Jacket .3,Armadura
T7_ARMOR_LEATHER_SET3@4,Grandmaster's Assassin Jacket .4,Armadura
T8_ARMOR_LEATHER_SET3,Elder's Assassin Jacket,Armadura
T8_ARMOR_LEATHER_SET3@1,Elder's Assassin Jacket .1,Armadura
T8_ARMOR_LEATHER_SET3@2,Elder's Assassin Jacket .2,Armadura
T8_ARMOR_LEATHER_SET3@3,Elder's Assassin Jacket .3,Armadura
T8_ARMOR_LEATHER_SET3@4,Elder's Assassin Jacket .4,Armadura
T4_SHOES_LEATHER_SET1,Adept's Mercenary Shoes,Armadura
T4_SHOES_LEATHER_SET1@1,Adept's Mercenary Shoes .1,Armadura
T4_SHOES_LEATHER_SET1@2,Adept's Mercenary Shoes .2,Armadura
T4_SHOES_LEATHER_SET1@3,Adept's Mercenary Shoes .3,Armadura
T4_SHOES_LEATHER_SET1@4,Adept's Mercenary Shoes .4,Armadura
T5_SHOES_LEATHER_SET1,Expert's Mercenary Shoes,Armadura
T5_SHOES_LEATHER_SET1@1,Expert's Mercenary Shoes .1,Armadura
T5_SHOES_LEATHER_SET1@2,Expert's Mercenary Shoes .2,Armadura
T5_SHOES_LEATHER_SET1@3,Expert's Mercenary Shoes .3,Armadura
T5_SHOES_LEATHER_SET1@4,Expert's Mercenary Shoes .4,Armadura
T6_SHOES_LEATHER_SET1,Master's Mercenary Shoes,Armadura
T6_SHOES_LEATHER_SET1@1,Master's Mercenary Shoes .1,Armadura
T6_SHOES_LEATHER_SET1@2,Master's Mercenary Shoes .2,Armadura
T6_SHOES_LEATHER_SET1@3,Master's Mercenary Shoes .3,Armadura
T6_SHOES_LEATHER_SET1@4,Master's Mercenary Shoes .4,Armadura
T7_SHOES_LEATHER_SET1,Grandmaster's Mercenary Shoes,Armadura
T7_SHOES_LEATHER_SET1@1,Grandmaster's Mercenary Shoes .1,Armadura
T7_SHOES_LEATHER_SET1@2,Grandmaster's Mercenary Shoes .2,Armadura
T7_SHOES_LEATHER_SET1@3,Grandmaster's Mercenary Shoes .3,Armadura
T7_SHOES_LEATHER_SET1@4,Grandmaster's Mercenary Shoes .4,Armadura
T8_SHOES_LEATHER_SET1,Elder's Mercenary Shoes,Armadura
T8_SHOES_LEATHER_SET1@1,Elder's Mercenary Shoes .1,Armadura
T8_SHOES_LEATHER_SET1@2,Elder's Mercenary Shoes .2,Armadura
T8_SHOES_LEATHER_SET1@3,Elder's Mercenary Shoes .3,Armadura
T8_SHOES_LEATHER_SET1@4,Elder's Mercenary Shoes .4,Armadura
T4_SHOES_LEATHER_SET2,Adept's Hunter Shoes,Armadura
T4_SHOES_LEATHER_SET2@1,Adept's Hunter Shoes .1,Armadura
T4_SHOES_LEATHER_SET2@2,Adept's Hunter Shoes .2,Armadura
T4_SHOES_LEATHER_SET2@3,Adept's Hunter Shoes .3,Armadura
T4_SHOES_LEATHER_SET2@4,Adept's Hunter Shoes .4,Armadura
T5_SHOES_LEATHER_SET2,Expert's Hunter Shoes,Armadura
T5_SHOES_LEATHER_SET2@1,Expert's Hunter Shoes .1,Armadura
T5_SHOES_LEATHER_SET2@2,Expert's Hunter Shoes .2,Armadura
T5_SHOES_LEATHER_SET2@3,Expert's Hunter Shoes .3,Armadura
T5_SHOES_LEATHER_SET2@4,Expert's Hunter Shoes .4,Armadura
T6_SHOES_LEATHER_SET2,Master's Hunter Shoes,Armadura
T6_SHOES_LEATHER_SET2@1,Master's Hunter Shoes .1,Armadura
T6_SHOES_LEATHER_SET2@2,Master's Hunter Shoes .2,Armadura
T6_SHOES_LEATHER_SET2@3,Master's Hunter Shoes .3,Armadura
T6_SHOES_LEATHER_SET2@4,Master's Hunter Shoes .4,Armadura
T7_SHOES_LEATHER_SET2,Grandmaster's Hunter Shoes,Armadura
T7_SHOES_LEATHER_SET2@1,Grandmaster's Hunter Shoes .1,Armadura
T7_SHOES_LEATHER_SET2@2,Grandmaster's Hunter Shoes .2,Armadura
T7_SHOES_LEATHER_SET2@3,Grandmaster's Hunter Shoes .3,Armadura
T7_SHOES_LEATHER_SET2@4,Grandmaster's Hunter Shoes .4,Armadura
T8_SHOES_LEATHER_SET2,Elder's Hunter Shoes,Armadura
T8_SHOES_LEATHER_SET2@1,Elder's Hunter Shoes .1,Armadura
T8_SHOES_LEATHER_SET2@2,Elder's Hunter Shoes .2,Armadura
T8_SHOES_LEATHER_SET2@3,Elder's Hunter Shoes .3,Armadura
T8_SHOES_LEATHER_SET2@4,Elder's Hunter Shoes .4,Armadura
T4_SHOES_LEATHER_SET3,Adept's Assassin Shoes,Armadura
T4_SHOES_LEATHER_SET3@1,Adept's Assassin Shoes .1,Armadura
T4_SHOES_LEATHER_SET3@2,Adept's Assassin Shoes .2,Armadura
T4_SHOES_LEATHER_SET3@3,Adept's Assassin Shoes .3,Armadura
T4_SHOES_LEATHER_SET3@4,Adept's Assassin Shoes .4,Armadura
T5_SHOES_LEATHER_SET3,Expert's Assassin Shoes,Armadura
T5_SHOES_LEATHER_SET3@1,Expert's Assassin Shoes .1,Armadura
T5_SHOES_LEATHER_SET3@2,Expert's Assassin Shoes .2,Armadura
T5_SHOES_LEATHER_SET3@3,Expert's Assassin Shoes .3,Armadura
T5_SHOES_LEATHER_SET3@4,Expert's Assassin Shoes .4,Armadura
T6_SHOES_LEATHER_SET3,Master's Assassin Shoes,Armadura
T6_SHOES_LEATHER_SET3@1,Master's Assassin Shoes .1,Armadura
T6_SHOES_LEATHER_SET3@2,Master's Assassin Shoes .2,Armadura
T6_SHOES_LEATHER_SET3@3,Master's Assassin Shoes .3,Armadura
T6_SHOES_LEATHER_SET3@4,Master's Assassin Shoes .4,Armadura
T7_SHOES_LEATHER_SET3,Grandmaster's Assassin Shoes,Armadura
T7_SHOES_LEATHER_SET3@1,Grandmaster's Assassin Shoes .1,Armadura
T7_SHOES_LEATHER_SET3@2,Grandmaster's Assassin Shoes .2,Armadura
T7_SHOES_LEATHER_SET3@3,Grandmaster's Assassin Shoes .3,Armadura
T7_SHOES_LEATHER_SET3@4,Grandmaster's Assassin Shoes .4,Armadura
T8_SHOES_LEATHER_SET3,Elder's Assassin Shoes,Armadura
T8_SHOES_LEATHER_SET3@1,Elder's Assassin Shoes .1,Armadura
T8_SHOES_LEATHER_SET3@2,Elder's Assassin Shoes .2,Armadura
T8_SHOES_LEATHER_SET3@3,Elder's Assassin Shoes .3,Armadura
T8_SHOES_LEATHER_SET3@4,Elder's Assassin Shoes .4,Armadura
T4_HEAD_CLOTH_SET1,Adept's Scholar Cowl,Armadura
T4_HEAD_CLOTH_SET1@1,Adept's Scholar Cowl .1,Armadura
T4_HEAD_CLOTH_SET1@2,Adept's Scholar Cowl .2,Armadura
T4_HEAD_CLOTH_SET1@3,Adept's Scholar Cowl .3,Armadura
T4_HEAD_CLOTH_SET1@4,Adept's Scholar Cowl .4,Armadura
T5_HEAD_CLOTH_SET1,Expert's Scholar Cowl,Armadura
T5_HEAD_CLOTH_SET1@1,Expert's Scholar Cowl .1,Armadura
T5_HEAD_CLOTH_SET1@2,Expert's Scholar Cowl .2,Armadura
T5_HEAD_CLOTH_SET1@3,Expert's Scholar Cowl .3,Armadura
T5_HEAD_CLOTH_SET1@4,Expert's Scholar Cowl .4,Armadura
T6_HEAD_CLOTH_SET1,Master's Scholar Cowl,Armadura
T6_HEAD_CLOTH_SET1@1,Master's Scholar Cowl .1,Armadura
T6_HEAD_CLOTH_SET1@2,Master's Scholar Cowl .2,Armadura
T6_HEAD_CLOTH_SET1@3,Master's Scholar Cowl .3,Armadura
T6_HEAD_CLOTH_SET1@4,Master's Scholar Cowl .4,Armadura
T7_HEAD_CLOTH_SET1,Grandmaster's Scholar Cowl,Armadura
T7_HEAD_CLOTH_SET1@1,Grandmaster's Scholar Cowl .1,Armadura
T7_HEAD_CLOTH_SET1@2,Grandmaster's Scholar Cowl .2,Armadura
T7_HEAD_CLOTH_SET1@3,Grandmaster's Scholar Cowl .3,Armadura
T7_HEAD_CLOTH_SET1@4,Grandmaster's Scholar Cowl .4,Armadura
T8_HEAD_CLOTH_SET1,Elder's Scholar Cowl,Armadura
T8_HEAD_CLOTH_SET1@1,Elder's Scholar Cowl .1,Armadura
T8_HEAD_CLOTH_SET1@2,Elder's Scholar Cowl .2,Armadura
T8_HEAD_CLOTH_SET1@3,Elder's Scholar Cowl .3,Armadura
T8_HEAD_CLOTH_SET1@4,Elder's Scholar Cowl .4,Armadura
T4_HEAD_CLOTH_SET2,Adept's Cleric Cowl,Armadura
T4_HEAD_CLOTH_SET2@1,Adept's Cleric Cowl .1,Armadura
T4_HEAD_CLOTH_SET2@2,Adept's Cleric Cowl .2,Armadura
T4_HEAD_CLOTH_SET2@3,Adept's Cleric Cowl .3,Armadura
T4_HEAD_CLOTH_SET2@4,Adept's Cleric Cowl .4,Armadura
T5_HEAD_CLOTH_SET2,Expert's Cleric Cowl,Armadura
T5_HEAD_CLOTH_SET2@1,Expert's Cleric Cowl .1,Armadura
T5_HEAD_CLOTH_SET2@2,Expert's Cleric Cowl .2,Armadura
T5_HEAD_CLOTH_SET2@3,Expert's Cleric Cowl .3,Armadura
T5_HEAD_CLOTH_SET2@4,Expert's Cleric Cowl .4,Armadura
T6_HEAD_CLOTH_SET2,Master's Cleric Cowl,Armadura
T6_HEAD_CLOTH_SET2@1,Master's Cleric Cowl .1,Armadura
T6_HEAD_CLOTH_SET2@2,Master's Cleric Cowl .2,Armadura
T6_HEAD_CLOTH_SET2@3,Master's Cleric Cowl .3,Armadura
T6_HEAD_CLOTH_SET2@4,Master's Cleric Cowl .4,Armadura
T7_HEAD_CLOTH_SET2,Grandmaster's Cleric Cowl,Armadura
T7_HEAD_CLOTH_SET2@1,Grandmaster's Cleric Cowl .1,Armadura
T7_HEAD_CLOTH_SET2@2,Grandmaster's Cleric Cowl .2,Armadura
T7_HEAD_CLOTH_SET2@3,Grandmaster's Cleric Cowl .3,Armadura
T7_HEAD_CLOTH_SET2@4,Grandmaster's Cleric Cowl .4,Armadura
T8_HEAD_CLOTH_SET2,Elder's Cleric Cowl,Armadura
T8_HEAD_CLOTH_SET2@1,Elder's Cleric Cowl .1,Armadura
T8_HEAD_CLOTH_SET2@2,Elder's Cleric Cowl .2,Armadura
T8_HEAD_CLOTH_SET2@3,Elder's Cleric Cowl .3,Armadura
T8_HEAD_CLOTH_SET2@4,Elder's Cleric Cowl .4,Armadura
T4_HEAD_CLOTH_SET3,Adept's Mage Cowl,Armadura
T4_HEAD_CLOTH_SET3@1,Adept's Mage Cowl .1,Armadura
T4_HEAD_CLOTH_SET3@2,Adept's Mage Cowl .2,Armadura
T4_HEAD_CLOTH_SET3@3,Adept's Mage Cowl .3,Armadura
T4_HEAD_CLOTH_SET3@4,Adept's Mage Cowl .4,Armadura
T5_HEAD_CLOTH_SET3,Expert's Mage Cowl,Armadura
T5_HEAD_CLOTH_SET3@1,Expert's Mage Cowl .1,Armadura
T5_HEAD_CLOTH_SET3@2,Expert's Mage Cowl .2,Armadura
T5_HEAD_CLOTH_SET3@3,Expert's Mage Cowl .3,Armadura
T5_HEAD_CLOTH_SET3@4,Expert's Mage Cowl .4,Armadura
T6_HEAD_CLOTH_SET3,Master's Mage Cowl,Armadura
T6_HEAD_CLOTH_SET3@1,Master's Mage Cowl .1,Armadura
T6_HEAD_CLOTH_SET3@2,Master's Mage Cowl .2,Armadura
T6_HEAD_CLOTH_SET3@3,Master's Mage Cowl .3,Armadura
T6_HEAD_CLOTH_SET3@4,Master's Mage Cowl .4,Armadura
T7_HEAD_CLOTH_SET3,Grandmaster's Mage Cowl,Armadura
T7_HEAD_CLOTH_SET3@1,Grandmaster's Mage Cowl .1,Armadura
T7_HEAD_CLOTH_SET3@2,Grandmaster's Mage Cowl .2,Armadura
T7_HEAD_CLOTH_SET3@3,Grandmaster's Mage Cowl .3,Armadura
T7_HEAD_CLOTH_SET3@4,Grandmaster's Mage Cowl .4,Armadura
T8_HEAD_CLOTH_SET3,Elder's Mage Cowl,Armadura
T8_HEAD_CLOTH_SET3@1,Elder's Mage Cowl .1,Armadura
T8_HEAD_CLOTH_SET3@2,Elder's Mage Cowl .2,Armadura
T8_HEAD_CLOTH_SET3@3,Elder's Mage Cowl .3,Armadura
T8_HEAD_CLOTH_SET3@4,Elder's Mage Cowl .4,Armadura
T4_ARMOR_CLOTH_SET1,Adept's Scholar Robe,Armadura
T4_ARMOR_CLOTH_SET1@1,Adept's Scholar Robe .1,Armadura
T4_ARMOR_CLOTH_SET1@2,Adept's Scholar Robe .2,Armadura
T4_ARMOR_CLOTH_SET1@3,Adept's Scholar Robe .3,Armadura
T4_ARMOR_CLOTH_SET1@4,Adept's Scholar Robe .4,Armadura
T5_ARMOR_CLOTH_SET1,Expert's Scholar Robe,Armadura
T5_ARMOR_CLOTH_SET1@1,Expert's Scholar Robe .1,Armadura
T5_ARMOR_CLOTH_SET1@2,Expert's Scholar Robe .2,Armadura
T5_ARMOR_CLOTH_SET1@3,Expert's Scholar Robe .3,Armadura
T5_ARMOR_CLOTH_SET1@4,Expert's Scholar Robe .4,Armadura
T6_ARMOR_CLOTH_SET1,Master's Scholar Robe,Armadura
T6_ARMOR_CLOTH_SET1@1,Master's Scholar Robe .1,Armadura
T6_ARMOR_CLOTH_SET1@2,Master's Scholar Robe .2,Armadura
T6_ARMOR_CLOTH_SET1@3,Master's Scholar Robe .3,Armadura
T6_ARMOR_CLOTH_SET1@4,Master's Scholar Robe .4,Armadura
T7_ARMOR_CLOTH_SET1,Grandmaster's Scholar Robe,Armadura
T7_ARMOR_CLOTH_SET1@1,Grandmaster's Scholar Robe .1,Armadura
T7_ARMOR_CLOTH_SET1@2,Grandmaster's Scholar Robe .2,Armadura
T7_ARMOR_CLOTH_SET1@3,Grandmaster's Scholar Robe .3,Armadura
T7_ARMOR_CLOTH_SET1@4,Grandmaster's Scholar Robe .4,Armadura
T8_ARMOR_CLOTH_SET1,Elder's Scholar Robe,Armadura
T8_ARMOR_CLOTH_SET1@1,Elder's Scholar Robe .1,Armadura
T8_ARMOR_CLOTH_SET1@2,Elder's Scholar Robe .2,Armadura
T8_ARMOR_CLOTH_SET1@3,Elder's Scholar Robe .3,Armadura
T8_ARMOR_CLOTH_SET1@4,Elder's Scholar Robe .4,Armadura
T4_ARMOR_CLOTH_SET2,Adept's Cleric Robe,Armadura
T4_ARMOR_CLOTH_SET2@1,Adept's Cleric Robe .1,Armadura
T4_ARMOR_CLOTH_SET2@2,Adept's Cleric Robe .2,Armadura
T4_ARMOR_CLOTH_SET2@3,Adept's Cleric Robe .3,Armadura
T4_ARMOR_CLOTH_SET2@4,Adept's Cleric Robe .4,Armadura
T5_ARMOR_CLOTH_SET2,Expert's Cleric Robe,Armadura
T5_ARMOR_CLOTH_SET2@1,Expert's Cleric Robe .1,Armadura
T5_ARMOR_CLOTH_SET2@2,Expert's Cleric Robe .2,Armadura
T5_ARMOR_CLOTH_SET2@3,Expert's Cleric Robe .3,Armadura
T5_ARMOR_CLOTH_SET2@4,Expert's Cleric Robe .4,Armadura
T6_ARMOR_CLOTH_SET2,Master's Cleric Robe,Armadura
T6_ARMOR_CLOTH_SET2@1,Master's Cleric Robe .1,Armadura
T6_ARMOR_CLOTH_SET2@2,Master's Cleric Robe .2,Armadura
T6_ARMOR_CLOTH_SET2@3,Master's Cleric Robe .3,Armadura
T6_ARMOR_CLOTH_SET2@4,Master's Cleric Robe .4,Armadura
T7_ARMOR_CLOTH_SET2,Grandmaster's Cleric Robe,Armadura
T7_ARMOR_CLOTH_SET2@1,Grandmaster's Cleric Robe .1,Armadura
T7_ARMOR_CLOTH_SET2@2,Grandmaster's Cleric Robe .2,Armadura
T7_ARMOR_CLOTH_SET2@3,Grandmaster's Cleric Robe .3,Armadura
T7_ARMOR_CLOTH_SET2@4,Grandmaster's Cleric Robe .4,Armadura
T8_ARMOR_CLOTH_SET2,Elder's Cleric Robe,Armadura
T8_ARMOR_CLOTH_SET2@1,Elder's Cleric Robe .1,Armadura
T8_ARMOR_CLOTH_SET2@2,Elder's Cleric Robe .2,Armadura
T8_ARMOR_CLOTH_SET2@3,Elder's Cleric Robe .3,Armadura
T8_ARMOR_CLOTH_SET2@4,Elder's Cleric Robe .4,Armadura
T4_ARMOR_CLOTH_SET3,Adept's Mage Robe,Armadura
T4_ARMOR_CLOTH_SET3@1,Adept's Mage Robe .1,Armadura
T4_ARMOR_CLOTH_SET3@2,Adept's Mage Robe .2,Armadura
T4_ARMOR_CLOTH_SET3@3,Adept's Mage Robe .3,Armadura
T4_ARMOR_CLOTH_SET3@4,Adept's Mage Robe .4,Armadura
T5_ARMOR_CLOTH_SET3,Expert's Mage Robe,Armadura
T5_ARMOR_CLOTH_SET3@1,Expert's Mage Robe .1,Armadura
T5_ARMOR_CLOTH_SET3@2,Expert's Mage Robe .2,Armadura
T5_ARMOR_CLOTH_SET3@3,Expert's Mage Robe .3,Armadura
T5_ARMOR_CLOTH_SET3@4,Expert's Mage Robe .4,Armadura
T6_ARMOR_CLOTH_SET3,Master's Mage Robe,Armadura
T6_ARMOR_CLOTH_SET3@1,Master's Mage Robe .1,Armadura
T6_ARMOR_CLOTH_SET3@2,Master's Mage Robe .2,Armadura
T6_ARMOR_CLOTH_SET3@3,Master's Mage Robe .3,Armadura
T6_ARMOR_CLOTH_SET3@4,Master's Mage Robe .4,Armadura
T7_ARMOR_CLOTH_SET3,Grandmaster's Mage Robe,Armadura
T7_ARMOR_CLOTH_SET3@1,Grandmaster's Mage Robe .1,Armadura
T7_ARMOR_CLOTH_SET3@2,Grandmaster's Mage Robe .2,Armadura
T7_ARMOR_CLOTH_SET3@3,Grandmaster's Mage Robe .3,Armadura
T7_ARMOR_CLOTH_SET3@4,Grandmaster's Mage Robe .4,Armadura
T8_ARMOR_CLOTH_SET3,Elder's Mage Robe,Armadura
T8_ARMOR_CLOTH_SET3@1,Elder's Mage Robe .1,Armadura
T8_ARMOR_CLOTH_SET3@2,Elder's Mage Robe .2,Armadura
T8_ARMOR_CLOTH_SET3@3,Elder's Mage Robe .3,Armadura
T8_ARMOR_CLOTH_SET3@4,Elder's Mage Robe .4,Armadura
T4_SHOES_CLOTH_SET1,Adept's Scholar Sandals,Armadura
T4_SHOES_CLOTH_SET1@1,Adept's Scholar Sandals .1,Armadura
T4_SHOES_CLOTH_SET1@2,Adept's Scholar Sandals .2,Armadura
T4_SHOES_CLOTH_SET1@3,Adept's Scholar Sandals .3,Armadura
T4_SHOES_CLOTH_SET1@4,Adept's Scholar Sandals .4,Armadura
T5_SHOES_CLOTH_SET1,Expert's Scholar Sandals,Armadura
T5_SHOES_CLOTH_SET1@1,Expert's Scholar Sandals .1,Armadura
T5_SHOES_CLOTH_SET1@2,Expert's Scholar Sandals .2,Armadura
T5_SHOES_CLOTH_SET1@3,Expert's Scholar Sandals .3,Armadura
T5_SHOES_CLOTH_SET1@4,Expert's Scholar Sandals .4,Armadura
T6_SHOES_CLOTH_SET1,Master's Scholar Sandals,Armadura
T6_SHOES_CLOTH_SET1@1,Master's Scholar Sandals .1,Armadura
T6_SHOES_CLOTH_SET1@2,Master's Scholar Sandals .2,Armadura
T6_SHOES_CLOTH_SET1@3,Master's Scholar Sandals .3,Armadura
T6_SHOES_CLOTH_SET1@4,Master's Scholar Sandals .4,Armadura
T7_SHOES_CLOTH_SET1,Grandmaster's Scholar Sandals,Armadura
T7_SHOES_CLOTH_SET1@1,Grandmaster's Scholar Sandals .1,Armadura
T7_SHOES_CLOTH_SET1@2,Grandmaster's Scholar Sandals .2,Armadura
T7_SHOES_CLOTH_SET1@3,Grandmaster's Scholar Sandals .3,Armadura
T7_SHOES_CLOTH_SET1@4,Grandmaster's Scholar Sandals .4,Armadura
T8_SHOES_CLOTH_SET1,Elder's Scholar Sandals,Armadura
T8_SHOES_CLOTH_SET1@1,Elder's Scholar Sandals .1,Armadura
T8_SHOES_CLOTH_SET1@2,Elder's Scholar Sandals .2,Armadura
T8_SHOES_CLOTH_SET1@3,Elder's Scholar Sandals .3,Armadura
T8_SHOES_CLOTH_SET1@4,Elder's Scholar Sandals .4,Armadura
T4_SHOES_CLOTH_SET2,Adept's Cleric Sandals,Armadura
T4_SHOES_CLOTH_SET2@1,Adept's Cleric Sandals .1,Armadura
T4_SHOES_CLOTH_SET2@2,Adept's Cleric Sandals .2,Armadura
T4_SHOES_CLOTH_SET2@3,Adept's Cleric Sandals .3,Armadura
T4_SHOES_CLOTH_SET2@4,Adept's Cleric Sandals .4,Armadura
T5_SHOES_CLOTH_SET2,Expert's Cleric Sandals,Armadura
T5_SHOES_CLOTH_SET2@1,Expert's Cleric Sandals .1,Armadura
T5_SHOES_CLOTH_SET2@2,Expert's Cleric Sandals .2,Armadura
T5_SHOES_CLOTH_SET2@3,Expert's Cleric Sandals .3,Armadura
T5_SHOES_CLOTH_SET2@4,Expert's Cleric Sandals .4,Armadura
T6_SHOES_CLOTH_SET2,Master's Cleric Sandals,Armadura
T6_SHOES_CLOTH_SET2@1,Master's Cleric Sandals .1,Armadura
T6_SHOES_CLOTH_SET2@2,Master's Cleric Sandals .2,Armadura
T6_SHOES_CLOTH_SET2@3,Master's Cleric Sandals .3,Armadura
T6_SHOES_CLOTH_SET2@4,Master's Cleric Sandals .4,Armadura
T7_SHOES_CLOTH_SET2,Grandmaster's Cleric Sandals,Armadura
T7_SHOES_CLOTH_SET2@1,Grandmaster's Cleric Sandals .1,Armadura
T7_SHOES_CLOTH_SET2@2,Grandmaster's Cleric Sandals .2,Armadura
T7_SHOES_CLOTH_SET2@3,Grandmaster's Cleric Sandals .3,Armadura
T7_SHOES_CLOTH_SET2@4,Grandmaster's Cleric Sandals .4,Armadura
T8_SHOES_CLOTH_SET2,Elder's Cleric Sandals,Armadura
T8_SHOES_CLOTH_SET2@1,Elder's Cleric Sandals .1,Armadura
T8_SHOES_CLOTH_SET2@2,Elder's Cleric Sandals .2,Armadura
T8_SHOES_CLOTH_SET2@3,Elder's Cleric Sandals .3,Armadura
T8_SHOES_CLOTH_SET2@4,Elder's Cleric Sandals .4,Armadura
T4_SHOES_CLOTH_SET3,Adept's Mage Sandals,Armadura
T4_SHOES_CLOTH_SET3@1,Adept's Mage Sandals .1,Armadura
T4_SHOES_CLOTH_SET3@2,Adept's Mage Sandals .2,Armadura
T4_SHOES_CLOTH_SET3@3,Adept's Mage Sandals .3,Armadura
T4_SHOES_CLOTH_SET3@4,Adept's Mage Sandals .4,Armadura
T5_SHOES_CLOTH_SET3,Expert's Mage Sandals,Armadura
T5_SHOES_CLOTH_SET3@1,Expert's Mage Sandals .1,Armadura
T5_SHOES_CLOTH_SET3@2,Expert's Mage Sandals .2,Armadura
T5_SHOES_CLOTH_SET3@3,Expert's Mage Sandals .3,Armadura
T5_SHOES_CLOTH_SET3@4,Expert's Mage Sandals .4,Armadura
T6_SHOES_CLOTH_SET3,Master's Mage Sandals,Armadura
T6_SHOES_CLOTH_SET3@1,Master's Mage Sandals .1,Armadura
T6_SHOES_CLOTH_SET3@2,Master's Mage Sandals .2,Armadura
T6_SHOES_CLOTH_SET3@3,Master's Mage Sandals .3,Armadura
T6_SHOES_CLOTH_SET3@4,Master's Mage Sandals .4,Armadura
T7_SHOES_CLOTH_SET3,Grandmaster's Mage Sandals,Armadura
T7_SHOES_CLOTH_SET3@1,Grandmaster's Mage Sandals .1,Armadura
T7_SHOES_CLOTH_SET3@2,Grandmaster's Mage Sandals .2,Armadura
T7_SHOES_CLOTH_SET3@3,Grandmaster's Mage Sandals .3,Armadura
T7_SHOES_CLOTH_SET3@4,Grandmaster's Mage Sandals .4,Armadura
T8_SHOES_CLOTH_SET3,Elder's Mage Sandals,Armadura
T8_SHOES_CLOTH_SET3@1,Elder's Mage Sandals .1,Armadura
T8_SHOES_CLOTH_SET3@2,Elder's Mage Sandals .2,Armadura
